pregunta;descripcionpregunta;valorpregunta;descripcionvalorpregunta
P_31;¿En qué barrio o vereda vivía antes?;0915;LA ASOMADERA Nº 2
P_31;¿En qué barrio o vereda vivía antes?;0916;LA ASOMADERA Nº 3
P_31;¿En qué barrio o vereda vivía antes?;0917;OCHO DE MARZO
P_31;¿En qué barrio o vereda vivía antes?;1001;PRADO
P_31;¿En qué barrio o vereda vivía antes?;1003;JESÚS NAZARENO
P_31;¿En qué barrio o vereda vivía antes?;1004;EL CHAGUALO
P_31;¿En qué barrio o vereda vivía antes?;1005;ESTACIÓN VILLA
P_31;¿En qué barrio o vereda vivía antes?;1006;SAN BENITO
P_31;¿En qué barrio o vereda vivía antes?;1007;GUAYAQUIL
P_31;¿En qué barrio o vereda vivía antes?;1008;CORAZÓN DE JESÚS
P_31;¿En qué barrio o vereda vivía antes?;1011;CALLE NUEVA
P_31;¿En qué barrio o vereda vivía antes?;1013;BARRIO COLÓN
P_31;¿En qué barrio o vereda vivía antes?;1014;LAS PALMAS
P_31;¿En qué barrio o vereda vivía antes?;1015;BOMBONÁ Nº 1
P_31;¿En qué barrio o vereda vivía antes?;1016;BOSTON
P_31;¿En qué barrio o vereda vivía antes?;1017;LOS ÁNGELES
P_31;¿En qué barrio o vereda vivía antes?;1018;VILLA NUEVA
P_31;¿En qué barrio o vereda vivía antes?;1019;LA CANDELARIA
P_31;¿En qué barrio o vereda vivía antes?;1020;SAN DIEGO
P_31;¿En qué barrio o vereda vivía antes?;1101;CARLOS E. RESTREPO
P_31;¿En qué barrio o vereda vivía antes?;1102;SURAMERICANA
P_31;¿En qué barrio o vereda vivía antes?;1103;NARANJAL
P_31;¿En qué barrio o vereda vivía antes?;1104;SAN JOAQUÍN
P_31;¿En qué barrio o vereda vivía antes?;1105;LOS CONQUISTADORES
P_31;¿En qué barrio o vereda vivía antes?;1107;BOLIVARIANA
P_31;¿En qué barrio o vereda vivía antes?;1108;LAURELES
P_31;¿En qué barrio o vereda vivía antes?;1109;LAS ACACIAS
P_31;¿En qué barrio o vereda vivía antes?;1110;LA CASTELLANA
P_31;¿En qué barrio o vereda vivía antes?;1111;LORENA
P_31;¿En qué barrio o vereda vivía antes?;1112;EL VELÓDROMO
P_31;¿En qué barrio o vereda vivía antes?;1113;ESTADIO
P_31;¿En qué barrio o vereda vivía antes?;1114;LOS COLORES
P_31;¿En qué barrio o vereda vivía antes?;1115;CUARTA BRIGADA
P_31;¿En qué barrio o vereda vivía antes?;1117;FLORIDA NUEVA
P_31;¿En qué barrio o vereda vivía antes?;1201;FERRINI
P_31;¿En qué barrio o vereda vivía antes?;1202;CALASANZ
P_31;¿En qué barrio o vereda vivía antes?;1203;LOS PINOS
P_31;¿En qué barrio o vereda vivía antes?;1204;LA AMÉRICA
P_31;¿En qué barrio o vereda vivía antes?;1205;LA FLORESTA
P_31;¿En qué barrio o vereda vivía antes?;1206;SANTA LUCÍA
P_31;¿En qué barrio o vereda vivía antes?;1207;EL DANUBIO
P_31;¿En qué barrio o vereda vivía antes?;1208;CAMPO ALEGRE
P_31;¿En qué barrio o vereda vivía antes?;1209;SANTA MÓNICA
P_31;¿En qué barrio o vereda vivía antes?;1210;BARRIO CRISTÓBAL
P_31;¿En qué barrio o vereda vivía antes?;1211;SIMÓN BOLÍVAR
P_31;¿En qué barrio o vereda vivía antes?;1212;SANTA TERESITA
P_31;¿En qué barrio o vereda vivía antes?;1213;CALASANZ PARTE ALTA
P_31;¿En qué barrio o vereda vivía antes?;1214;CALASANZ PARTE ALTA AE
P_31;¿En qué barrio o vereda vivía antes?;1301;EL PESEBRE
P_31;¿En qué barrio o vereda vivía antes?;1302;BLANQUIZAL
P_31;¿En qué barrio o vereda vivía antes?;1303;SANTA ROSA DE LIMA
P_31;¿En qué barrio o vereda vivía antes?;1304;LOS ALCÁZARES
P_31;¿En qué barrio o vereda vivía antes?;1305;METROPOLITANO
P_31;¿En qué barrio o vereda vivía antes?;1306;LA PRADERA
P_31;¿En qué barrio o vereda vivía antes?;1307;JUAN XXIII LA QUIEBRA
P_31;¿En qué barrio o vereda vivía antes?;1308;SAN JAVIER Nº 2
P_31;¿En qué barrio o vereda vivía antes?;1309;SAN JAVIER Nº 1
P_31;¿En qué barrio o vereda vivía antes?;1310;VEINTE DE JULIO
P_31;¿En qué barrio o vereda vivía antes?;1311;BELENCITO
P_31;¿En qué barrio o vereda vivía antes?;1312;BETANIA
P_31;¿En qué barrio o vereda vivía antes?;1313;EL CORAZÓN
P_31;¿En qué barrio o vereda vivía antes?;1314;LAS INDEPENDENCIAS
P_31;¿En qué barrio o vereda vivía antes?;1315;NUEVOS CONQUISTADORES
P_31;¿En qué barrio o vereda vivía antes?;1316;EL SALADO
P_31;¿En qué barrio o vereda vivía antes?;1317;EDUARDO SANTOS
P_31;¿En qué barrio o vereda vivía antes?;1318;ANTONIO NARIÑO
P_31;¿En qué barrio o vereda vivía antes?;1319;EL SOCORRO
P_31;¿En qué barrio o vereda vivía antes?;1401;BARRIO COLOMBIA
P_31;¿En qué barrio o vereda vivía antes?;1403;VILLA CARLOTA
P_31;¿En qué barrio o vereda vivía antes?;1404;CASTROPOL
P_31;¿En qué barrio o vereda vivía antes?;1405;LALINDE
P_31;¿En qué barrio o vereda vivía antes?;1406;LAS LOMAS Nº 1
P_31;¿En qué barrio o vereda vivía antes?;1407;LAS LOMAS Nº 2
P_31;¿En qué barrio o vereda vivía antes?;1408;ALTOS DEL POBLADO
P_31;¿En qué barrio o vereda vivía antes?;1409;EL TESORO
P_31;¿En qué barrio o vereda vivía antes?;1410;LOS NARANJOS
P_31;¿En qué barrio o vereda vivía antes?;1411;LOS BALSOS Nº 1
P_31;¿En qué barrio o vereda vivía antes?;1412;SAN LUCAS
P_31;¿En qué barrio o vereda vivía antes?;1413;EL DIAMANTE Nº 2
P_31;¿En qué barrio o vereda vivía antes?;1414;EL CASTILLO
P_31;¿En qué barrio o vereda vivía antes?;1415;LOS BALSOS Nº 2
P_31;¿En qué barrio o vereda vivía antes?;1416;ALEJANDRÍA
P_31;¿En qué barrio o vereda vivía antes?;1417;LA FLORIDA
P_31;¿En qué barrio o vereda vivía antes?;1418;EL POBLADO
P_31;¿En qué barrio o vereda vivía antes?;1419;MANILA
P_31;¿En qué barrio o vereda vivía antes?;1420;ASTORGA
P_31;¿En qué barrio o vereda vivía antes?;1421;PATIO BONITO
P_31;¿En qué barrio o vereda vivía antes?;1422;LA AGUACATALA
P_31;¿En qué barrio o vereda vivía antes?;1423;SANTA MARÍA DE LOS ÁNGELES
P_31;¿En qué barrio o vereda vivía antes?;1503;TRINIDAD
P_31;¿En qué barrio o vereda vivía antes?;1504;SANTA FÉ
P_31;¿En qué barrio o vereda vivía antes?;1507;CAMPO AMOR
P_31;¿En qué barrio o vereda vivía antes?;1509;CRISTO REY
P_31;¿En qué barrio o vereda vivía antes?;1510;GUAYABAL
P_31;¿En qué barrio o vereda vivía antes?;1511;LA COLINA
P_31;¿En qué barrio o vereda vivía antes?;1601;FÁTIMA
P_31;¿En qué barrio o vereda vivía antes?;1602;ROSALES
P_31;¿En qué barrio o vereda vivía antes?;1603;BELÉN
P_31;¿En qué barrio o vereda vivía antes?;1604;GRANADA
P_31;¿En qué barrio o vereda vivía antes?;1605;SAN BERNARDO
P_31;¿En qué barrio o vereda vivía antes?;1606;LAS PLAYAS
P_31;¿En qué barrio o vereda vivía antes?;1607;DIEGO ECHAVARRÍA
P_31;¿En qué barrio o vereda vivía antes?;1608;LA MOTA
P_31;¿En qué barrio o vereda vivía antes?;1609;LA HONDONADA
P_31;¿En qué barrio o vereda vivía antes?;1610;EL RINCÓN
P_31;¿En qué barrio o vereda vivía antes?;1611;LA LOMA DE LOS BERNAL
P_31;¿En qué barrio o vereda vivía antes?;1612;LA GLORIA
P_31;¿En qué barrio o vereda vivía antes?;1613;ALTAVISTA
P_31;¿En qué barrio o vereda vivía antes?;1614;LA PALMA
P_31;¿En qué barrio o vereda vivía antes?;1615;LOS ALPES
P_31;¿En qué barrio o vereda vivía antes?;1616;LAS VIOLETAS
P_31;¿En qué barrio o vereda vivía antes?;1617;LAS MERCEDES
P_31;¿En qué barrio o vereda vivía antes?;1618;NUEVA VILLA DEL ABURRÁ
P_31;¿En qué barrio o vereda vivía antes?;1619;MIRAVALLE
P_31;¿En qué barrio o vereda vivía antes?;1620;EL NOGAL-LOS ALMENDROS
P_31;¿En qué barrio o vereda vivía antes?;1621;CERRO NUTIBARA
P_31;¿En qué barrio o vereda vivía antes?;1694;ÁREA DE EXPANSIÓN EL NORAL
P_31;¿En qué barrio o vereda vivía antes?;1695;ÁREA DE EXPANSIÓN ALTAVISTA
P_31;¿En qué barrio o vereda vivía antes?;1696;ÁREA DE EXPANSIÓN BELÉN RINCÓN
P_31;¿En qué barrio o vereda vivía antes?;5000;CORREGIMIENTO PALMITAS
P_31;¿En qué barrio o vereda vivía antes?;5001;LA SUIZA
P_31;¿En qué barrio o vereda vivía antes?;5002;LA SUCIA
P_31;¿En qué barrio o vereda vivía antes?;5003;URQUITÁ
P_31;¿En qué barrio o vereda vivía antes?;5004;PALMITAS SECTOR CENTRAL
P_31;¿En qué barrio o vereda vivía antes?;5005;VOLCANA GUAYABAL
P_31;¿En qué barrio o vereda vivía antes?;5006;LA FRISOLA
P_31;¿En qué barrio o vereda vivía antes?;5007;LA ALDEA
P_31;¿En qué barrio o vereda vivía antes?;5008;POTRERA MISERENGA
P_31;¿En qué barrio o vereda vivía antes?;6000;CABECERA SAN CRISTÓBAL
P_31;¿En qué barrio o vereda vivía antes?;6001;LA PALMA
P_31;¿En qué barrio o vereda vivía antes?;6002;EL PATIO
P_31;¿En qué barrio o vereda vivía antes?;6003;EL UVITO
P_31;¿En qué barrio o vereda vivía antes?;6004;LA CUCHILLA
P_31;¿En qué barrio o vereda vivía antes?;6005;NARANJAL
P_31;¿En qué barrio o vereda vivía antes?;6006;BOQUERÓN
P_31;¿En qué barrio o vereda vivía antes?;6007;SAN JOSÉ DE LA MONTAÑA
P_31;¿En qué barrio o vereda vivía antes?;6008;LA ILUSIÓN
P_31;¿En qué barrio o vereda vivía antes?;6009;YOLOMBO
P_31;¿En qué barrio o vereda vivía antes?;6010;EL CARMELO
P_31;¿En qué barrio o vereda vivía antes?;6011;EL PICACHO
P_31;¿En qué barrio o vereda vivía antes?;6012;PAJARITO
P_31;¿En qué barrio o vereda vivía antes?;6013;PEDREGAL ALTO
P_31;¿En qué barrio o vereda vivía antes?;6014;LA LOMA
P_31;¿En qué barrio o vereda vivía antes?;6015;LAS PLAYAS
P_31;¿En qué barrio o vereda vivía antes?;6016;TRAVESÍAS
P_31;¿En qué barrio o vereda vivía antes?;6017;EL LLANO
P_31;¿En qué barrio o vereda vivía antes?;6018;SAN CRISTÒBAL
P_31;¿En qué barrio o vereda vivía antes?;6098;AREA EXPANSION PAJARITO
P_31;¿En qué barrio o vereda vivía antes?;6101;ASENTAMIENTO LA AURORA
P_31;¿En qué barrio o vereda vivía antes?;6102;AURORAS DE LA LIBERTAD
P_31;¿En qué barrio o vereda vivía antes?;6103;CANTARES
P_31;¿En qué barrio o vereda vivía antes?;6104;LA CASCADA
P_31;¿En qué barrio o vereda vivía antes?;6105;LA HUERTA
P_31;¿En qué barrio o vereda vivía antes?;6107;LA MACARENA
P_31;¿En qué barrio o vereda vivía antes?;6108;LA MONTAÑA
P_31;¿En qué barrio o vereda vivía antes?;6109;AUC1-LAS FLORES
P_31;¿En qué barrio o vereda vivía antes?;6111;MIRADOR DEL VALLE
P_31;¿En qué barrio o vereda vivía antes?;6112;PEDREGAL BAJO
P_31;¿En qué barrio o vereda vivía antes?;6113;AUC1-PUERTA DEL SOL
P_31;¿En qué barrio o vereda vivía antes?;6114;RENACERES
P_31;¿En qué barrio o vereda vivía antes?;6115;VILLA SURAMERICANA
P_31;¿En qué barrio o vereda vivía antes?;6116;ASENTAMIENTO LA AURORA
P_31;¿En qué barrio o vereda vivía antes?;7001;BUGA PATIO BONITO
P_31;¿En qué barrio o vereda vivía antes?;7002;AGUAS FRÍAS
P_31;¿En qué barrio o vereda vivía antes?;7003;EL CORAZÓN EL MORRO
P_31;¿En qué barrio o vereda vivía antes?;7004;SAN PABLO
P_31;¿En qué barrio o vereda vivía antes?;7005;ALTAVISTA SECTOR CENTRAL
P_31;¿En qué barrio o vereda vivía antes?;7006;LA ESPERANZA
P_31;¿En qué barrio o vereda vivía antes?;7007;SAN JOSÉ DEL MANZANILLO
P_31;¿En qué barrio o vereda vivía antes?;7008;EL JARDÍN
P_31;¿En qué barrio o vereda vivía antes?;8000;CABECERA DE SAN ANTONIO DE PRADO
P_31;¿En qué barrio o vereda vivía antes?;8001;LA FLORIDA
P_31;¿En qué barrio o vereda vivía antes?;8002;POTRERITO
P_31;¿En qué barrio o vereda vivía antes?;8003;MONTAÑITA
P_31;¿En qué barrio o vereda vivía antes?;8004;YARUMALITO
P_31;¿En qué barrio o vereda vivía antes?;8005;EL ASTILLERO
P_31;¿En qué barrio o vereda vivía antes?;8006;EL SALADO
P_31;¿En qué barrio o vereda vivía antes?;8007;LA VERDE
P_31;¿En qué barrio o vereda vivía antes?;8008;SAN JOSÉ
P_31;¿En qué barrio o vereda vivía antes?;8098;AREA EXPANSION SAN ANTONIO DE PRADO
P_31;¿En qué barrio o vereda vivía antes?;9000;CABECERA SANTA ELENA
P_31;¿En qué barrio o vereda vivía antes?;9001;LAS PALMAS
P_31;¿En qué barrio o vereda vivía antes?;9002;MEDIA LUNA
P_31;¿En qué barrio o vereda vivía antes?;9003;PIEDRAS BLANCAS - MATASANO
P_31;¿En qué barrio o vereda vivía antes?;9004;BARRO BLANCO
P_31;¿En qué barrio o vereda vivía antes?;9005;EL PLACER
P_31;¿En qué barrio o vereda vivía antes?;9006;SANTA ELENA SECTOR CENTRAL
P_31;¿En qué barrio o vereda vivía antes?;9007;EL CERRO
P_31;¿En qué barrio o vereda vivía antes?;9008;EL LLANO SE
P_31;¿En qué barrio o vereda vivía antes?;9009;EL PLAN
P_31;¿En qué barrio o vereda vivía antes?;9010;PIEDRA GORDA
P_31;¿En qué barrio o vereda vivía antes?;9011;MAZO
P_32;¿Usted votó en alguna de las últimas elecciones (Presidente, Senado, Cámara, Gobernador y Alcalde)?;-99;No responde
P_32;¿Usted votó en alguna de las últimas elecciones (Presidente, Senado, Cámara, Gobernador y Alcalde)?;-98;No sabe
P_32;¿Usted votó en alguna de las últimas elecciones (Presidente, Senado, Cámara, Gobernador y Alcalde)?;-88;No aplica
P_32;¿Usted votó en alguna de las últimas elecciones (Presidente, Senado, Cámara, Gobernador y Alcalde)?;1;Sí
P_32;¿Usted votó en alguna de las últimas elecciones (Presidente, Senado, Cámara, Gobernador y Alcalde)?;2;No
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;-99;No responde
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;-98;No sabe
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;-88;No aplica
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;1;Asociación de padres de familia
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;2;Corporaciones
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;3;Juntas administradoras locales - JAL
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;4;Asociaciones de mujeres
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;5;Grupos juveniles
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;6;Veedurías ciudadanas
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;7;Junta de acción comunal - JAC
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;8;Clubes del adulto mayor
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;9;Asambleas barriales
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;10;Consejos comunales de presupuesto participativo
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;11;COPACOS - Comités de participación comunitaria en salud
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;12;Ninguno
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;13;Comités barriales de emergencia CBE
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;14;Comités educativos de prevención atención de desastres COPADES
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;15;Comité empresariales de gestión de riesgo
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;16;Organizaciónes de base para comunidades negras-afrodescendientes
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;17;Organizaciones indígenas
P_33;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación? Opción 1;18;Grupos religiosos
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;-99;No responde
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;-98;No sabe
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;-88;No aplica
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;1;Asociación de padres de familia
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;2;Corporaciones
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;3;Juntas administradoras locales - JAL
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;4;Asociaciones de mujeres
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;5;Grupos juveniles
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;6;Veedurías ciudadanas
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;7;Junta de acción comunal - JAC
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;8;Clubes del adulto mayor
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;9;Asambleas barriales
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;10;Consejos comunales de presupuesto participativo
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;11;COPACOS - Comités de participación comunitaria en salud
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;12;Ninguno
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;13;Comités barriales de emergencia CBE
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;14;Comités educativos de prevención atención de desastres COPADES
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;15;Comité empresariales de gestión de riesgo
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;16;Organizaciónes de base para comunidades negras-afrodescendientes
P_34;¿Usted participa en alguna de las siguientes organizaciones o instancias de participación?;17;Organizaciones indígenas
